TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,WD,USTAR,RH,NETRAD,PPFD_IN,PPFD_OUT,SW_DIF,SW_OUT,LW_OUT,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NIGHT,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75
201901041900,201901041930,8.066,0,0.0,0.92,0,338.5,0,2.436,0,101.106,0,0.0,0,3.409,2,-9999,-9999,77.4,-21.48,-0.1,0.12,1.3,0.42,358.7,-9999,-9999,10.531,11.833,12.276,12.365,12.566,-9999,13.127,-9999,14.226,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.6766,2.0,5.05186,2,7.53589,-9999,-9999,-9999,-27.5344,2,-41.0612,-9999,-9999,-9999,1,1.5025,2,-9999,1.5025,1.5025,1.5025,2,2,2,1.07955,1.08052,1.08352,1.08644,-0.42174,-0.42198,-0.418982,-0.41606,1.10916,0.499686,1.1051,1.12409,0.00191489,0.00413322,0.00426235,0.00437871
201901041930,201901042000,7.897,0,0.0,0.935,0,338.0,0,2.377,0,101.166,0,0.0,0,3.185,2,-9999,-9999,77.69,-21.29,-0.09,0.12,1.3,0.36,358.1,-9999,-9999,10.531,11.833,12.276,12.365,12.566,-9999,13.127,-9999,14.226,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.6766,2.0,4.63563,2,6.91454,-9999,-9999,-9999,-25.5149,2,-38.0481,-9999,-9999,-9999,1,1.03857,2,-9999,1.03857,1.03857,1.03857,2,2,2,1.07241,1.07331,1.0761,1.07881,0.0349659,0.0338426,0.0351341,0.0380121,1.0858,0.489098,1.08182,1.10047,0.00194611,0.00420059,0.00433183,0.00445008
201901042000,201901042030,7.77,0,0.0,0.925,0,337.6,0,2.271,0,101.212,0,0.0,0,2.962,2,-9999,-9999,78.5,-21.23,-0.09,0.12,1.3,0.38,357.6,-9999,-9999,10.512,11.828,12.274,12.363,12.563,-9999,13.124,-9999,14.223,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.6766,2.0,4.50178,2,6.7149,-9999,-9999,-9999,-26.1332,2,-38.9702,-9999,-9999,-9999,1,0.728,2,-9999,0.728,0.728,0.728,2,2,2,1.06705,1.0679,1.07052,1.07308,0.34011,0.33905,0.340269,0.342981,1.06848,0.481246,1.06455,1.08295,0.0019253,0.00415567,0.00428551,0.0044025
201901042030,201901042100,7.372,0,0.0,0.485,0,337.9,0,1.929,0,101.273,0,0.0,0,2.875,2,-9999,-9999,81.24,-21.08,-0.1,0.12,1.7,0.45,356.3,-9999,-9999,10.527,11.84,12.285,12.375,12.575,-9999,13.137,-9999,14.235,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.5829,2.0,3.902,2,5.82005,-9999,-9999,-9999,-25.7124,2,-38.3412,-9999,-9999,-9999,1,0.77915,2,-9999,0.77915,0.77915,0.77915,2,2,2,1.05025,1.05094,1.05307,1.05515,0.271966,0.271105,0.2721,0.274294,1.01546,0.457218,1.01171,1.02933,0.00100951,0.00217913,0.00224724,0.00230863
201901042100,201901042130,6.992,0,0.0,0.235,0,336.0,0,1.356,0,101.336,0,0.0,0,2.788,2,-9999,-9999,86.46,-21.78,-0.09,0.11,1.2,0.85,354.8,-9999,-9999,10.528,11.855,12.304,12.395,12.596,-9999,13.159,-9999,14.254,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.8446,2.0,3.4806,2,5.192,-9999,-9999,-9999,-24.8866,2,-37.1051,-9999,-9999,-9999,1,0.821243,2,-9999,0.821243,0.821243,0.821243,2,2,2,1.03424,1.03477,1.03644,1.03806,0.213668,0.212992,0.213778,0.215486,0.966603,0.435085,0.963015,0.979915,0.000489154,0.00105592,0.00108893,0.0011187
201901042130,201901042200,6.686,0,0.0,0.16,0,337.7,0,1.017,0,101.369,0,0.0,0,2.649,2,-9999,-9999,89.63,-19.64,-0.07,0.11,1.8,0.96,353.4,-9999,-9999,10.529,11.864,12.314,12.404,12.607,-9999,13.169,-9999,14.263,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.9438,2.0,3.22233,2,4.80648,-9999,-9999,-9999,-23.9238,2,-35.666,-9999,-9999,-9999,1,0.769672,2,-9999,0.769672,0.769672,0.769672,2,2,2,1.02135,1.02177,1.02306,1.02432,0.252206,0.251677,0.252295,0.253618,0.928497,0.417826,0.925036,0.941368,0.000333043,0.000718937,0.000741415,0.000761681
201901042200,201901042230,6.561,0,0.0,0.0,0,332.8,0,0.883,0,101.339,0,0.0,0,2.51,2,-9999,-9999,90.92,-23.75,-0.08,0.1,1.1,0.9,353.0,-9999,-9999,10.529,11.864,12.314,12.404,12.607,-9999,13.169,-9999,14.263,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.9438,2.0,3.22233,2,4.80779,-9999,-9999,-9999,-23.9238,2,-35.665,-9999,-9999,-9999,1,0.769672,2,-9999,0.769672,0.769672,0.769672,2,2,2,1.01609,1.01646,1.01761,1.01872,0.246886,0.246417,0.246968,0.248134,0.913243,0.410919,0.909834,0.925936,0.0,0.0,0.0,0.0
201901042230,201901042300,6.569,0,0.0,0.545,0,337.1,0,0.754,0,101.347,0,0.0,0,2.447,2,-9999,-9999,92.25,-18.56,-0.08,0.1,1.2,0.65,353.4,-9999,-9999,10.529,11.864,12.314,12.404,12.607,-9999,13.169,-9999,14.263,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.9438,2.0,3.22233,2,4.80804,-9999,-9999,-9999,-23.9238,2,-35.6681,-9999,-9999,-9999,1,0.769672,2,-9999,0.769672,0.769672,0.769672,2,2,2,1.01643,1.0168,1.01796,1.01908,0.247226,0.246753,0.247309,0.248485,0.914214,0.411358,0.910801,0.926918,0.0011344,0.00244868,0.00252521,0.00259419
201901042300,201901042330,6.519,0,0.0,0.79,0,337.8,0,0.613,0,101.34,0,0.0,0,2.384,2,-9999,-9999,93.68,-17.46,-0.07,0.11,1.6,0.64,353.1,-9999,-9999,10.527,11.87,12.322,12.412,12.615,-9999,13.178,-9999,14.272,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.9438,2.0,2.91479,2,4.34914,-9999,-9999,-9999,-23.1,2,-34.4343,-9999,-9999,-9999,1,0.6918,2,-9999,0.6918,0.6918,0.6918,2,2,2,1.01432,1.01468,1.01577,1.01684,0.322971,0.322522,0.32305,0.324165,0.908158,0.408616,0.904766,0.920792,0.00164433,0.00354927,0.00366018,0.00376012
201901042330,201901050000,6.552,0,0.0,0.46,0,338.4,0,0.473,0,101.351,0,0.0,0,2.403,2,-9999,-9999,95.13,-17.35,-0.08,0.1,1.2,0.97,353.0,-9999,-9999,10.529,11.864,12.314,12.404,12.607,-9999,13.169,-9999,14.263,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.9438,2.0,2.91479,2,4.34804,-9999,-9999,-9999,-23.1,2,-34.4299,-9999,-9999,-9999,1,0.6918,2,-9999,0.6918,0.6918,0.6918,2,2,2,1.01571,1.01608,1.01721,1.01831,0.324374,0.32391,0.324456,0.325611,0.912151,0.410424,0.908745,0.924832,0.000957478,0.00206681,0.00213141,0.00218964
201901050000,201901050030,6.663,0,0.0,0.415,0,338.9,0,0.475,0,101.363,0,0.0,0,2.422,2,-9999,-9999,95.15,-17.23,-0.08,0.1,1.2,0.96,353.4,-9999,-9999,10.529,11.864,12.314,12.404,12.607,-9999,13.169,-9999,14.263,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.9438,2.0,2.91479,2,4.3478,-9999,-9999,-9999,-23.1,2,-34.4208,-9999,-9999,-9999,1,0.6918,2,-9999,0.6918,0.6918,0.6918,2,2,2,1.02038,1.02079,1.02206,1.02329,0.329098,0.328581,0.329187,0.330481,0.925676,0.416549,0.922225,0.938515,0.000863815,0.00186464,0.00192293,0.00197547
201901050030,201901050100,6.904,0,0.0,0.42,0,338.9,0,0.571,0,101.382,0,0.0,0,2.521,2,-9999,-9999,94.26,-17.82,-0.08,0.09,1.1,0.86,354.2,-9999,-9999,10.529,11.864,12.314,12.404,12.607,-9999,13.169,-9999,14.263,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.9438,2.0,3.06254,2,4.56524,-9999,-9999,-9999,-23.5976,2,-35.1494,-9999,-9999,-9999,1,0.661284,2,-9999,0.661284,0.661284,0.661284,2,2,2,1.03053,1.03103,1.03259,1.0341,0.369878,0.369244,0.369981,0.371578,0.955533,0.43007,0.951982,0.968717,0.000874222,0.00188711,0.00194609,0.00199926
201901050100,201901050130,7.188,0,0.0,0.585,0,329.0,0,0.887,0,101.409,0,0.0,0,2.619,2,-9999,-9999,91.26,-28.14,-0.09,0.1,1.2,0.81,354.9,-9999,-9999,10.536,11.85,12.297,12.386,12.587,-9999,13.149,-9999,14.246,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.574,2.0,3.34033,2,4.97804,-9999,-9999,-9999,-23.6135,2,-35.154,-9999,-9999,-9999,1,0.487383,2,-9999,0.487383,0.487383,0.487383,2,2,2,1.0425,1.04311,1.04502,1.04687,0.555884,0.555113,0.556006,0.557964,0.991588,0.446403,0.987917,1.00519,0.00121765,0.00262838,0.00271052,0.00278456
201901050130,201901050200,7.375,0,0.0,0.735,0,326.2,0,1.232,0,101.437,0,0.0,0,2.814,2,-9999,-9999,88.02,-31.1,-0.09,0.1,1.1,0.77,355.4,-9999,-9999,10.527,11.84,12.285,12.375,12.575,-9999,13.137,-9999,14.235,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.5829,2.0,3.6859,2,5.49041,-9999,-9999,-9999,-24.8385,2,-36.9631,-9999,-9999,-9999,1,0.534723,2,-9999,0.534723,0.534723,0.534723,2,2,2,1.05038,1.05107,1.0532,1.05528,0.516521,0.515658,0.516655,0.518853,1.01585,0.457396,1.0121,1.02973,0.00152985,0.00330221,0.0034054,0.00349839
201901050200,201901050230,7.365,0,0.0,0.45,0,313.0,0,1.363,0,101.476,0,0.0,0,3.009,2,-9999,-9999,86.74,-44.51,-0.1,0.11,1.3,0.71,355.0,-9999,-9999,10.527,11.84,12.285,12.375,12.575,-9999,13.137,-9999,14.235,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.5829,2.0,3.6859,2,5.48828,-9999,-9999,-9999,-24.8385,2,-36.9524,-9999,-9999,-9999,1,0.534723,2,-9999,0.534723,0.534723,0.534723,2,2,2,1.04996,1.05065,1.05277,1.05483,0.516095,0.515236,0.516228,0.518413,1.01454,0.456803,1.01079,1.0284,0.000936664,0.00202189,0.00208508,0.00214205
201901050230,201901050300,7.054,0,0.0,0.0,0,277.4,0,1.247,0,101.536,0,0.0,0,2.893,2,-9999,-9999,87.6,-80.1,-0.07,0.1,1.6,0.94,352.9,-9999,-9999,10.528,11.855,12.304,12.395,12.596,-9999,13.159,-9999,14.254,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.8446,2.0,3.4806,2,5.18018,-9999,-9999,-9999,-24.8866,2,-37.0175,-9999,-9999,-9999,1,0.821243,2,-9999,0.821243,0.821243,0.821243,2,2,2,1.03685,1.03741,1.03915,1.04084,0.216311,0.215605,0.216424,0.218211,0.974458,0.438643,0.970843,0.98786,0.0,0.0,0.0,0.0
201901050300,201901050330,6.689,0,0.0,0.0,0,272.9,0,1.028,0,101.575,0,0.0,0,2.777,2,-9999,-9999,89.52,-83.6,-0.06,0.1,1.4,1.2,351.4,-9999,-9999,10.529,11.864,12.314,12.404,12.607,-9999,13.169,-9999,14.263,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.9438,2.0,3.22233,2,4.79516,-9999,-9999,-9999,-23.9238,2,-35.5801,-9999,-9999,-9999,1,0.769672,2,-9999,0.769672,0.769672,0.769672,2,2,2,1.02148,1.0219,1.0232,1.02446,0.252333,0.251803,0.252423,0.25375,0.928865,0.417993,0.925403,0.94174,0.0,0.0,0.0,0.0
201901050330,201901050400,6.439,0,0.0,0.0,0,271.4,0,0.864,0,101.591,0,0.0,0,2.724,2,-9999,-9999,91.04,-84.42,-0.08,0.09,1.4,1.33,350.4,-9999,-9999,10.518,11.869,12.322,12.413,12.615,-9999,13.178,-9999,14.272,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.1061,2.0,3.22233,2,4.79341,-9999,-9999,-9999,-23.9238,2,-35.5769,-9999,-9999,-9999,1,0.769672,2,-9999,0.769672,0.769672,0.769672,2,2,2,1.01096,1.01128,1.01228,1.01325,0.241695,0.241285,0.24177,0.242786,0.898528,0.404256,0.895169,0.91105,0.0,0.0,0.0,0.0
201901050400,201901050430,6.2,0,0.0,0.0,0,270.1,0,0.73,0,101.595,0,0.0,0,2.672,2,-9999,-9999,92.3,-84.92,-0.06,0.09,1.4,1.47,349.4,-9999,-9999,10.488,11.888,12.349,12.441,12.645,-9999,13.209,-9999,14.3,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.8574,2.0,3.22233,2,4.79313,-9999,-9999,-9999,-23.1616,2,-34.4439,-9999,-9999,-9999,1,0.769672,2,-9999,0.769672,0.769672,0.769672,2,2,2,1.00091,1.00114,1.00186,1.00256,0.231536,0.231237,0.231595,0.232317,0.870195,0.391429,0.866931,0.882384,0.0,0.0,0.0,0.0
201901050430,201901050500,5.982,0,0.0,0.0,0,269.4,0,0.656,0,101.592,0,0.0,0,2.612,2,-9999,-9999,92.98,-85.02,-0.06,0.1,1.4,1.5,348.7,-9999,-9999,10.479,11.891,12.355,12.447,12.651,-9999,13.215,-9999,14.305,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.0721,2.0,2.89033,2,4.29929,-9999,-9999,-9999,-21.917,2,-32.593,-9999,-9999,-9999,1,1.00139,2,-9999,0.894867,1.00139,1.00139,2,2,2,0.991753,0.991905,0.992371,0.992818,-0.00944102,-0.0094853,-0.0090192,0.264195,0.844913,0.379986,0.841734,0.856804,0.0,0.0,0.0,0.0
201901050500,201901050530,5.831,0,0.0,0.0,0,269.0,0,0.466,0,101.624,0,0.0,0,2.552,2,-9999,-9999,94.96,-84.77,-0.07,0.1,1.4,1.66,348.0,-9999,-9999,10.479,11.891,12.355,12.447,12.651,-9999,13.215,-9999,14.305,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.0721,2.0,2.89033,2,4.29929,-9999,-9999,-9999,-21.917,2,-32.593,-9999,-9999,-9999,1,1.00139,2,-9999,0.894867,1.00139,1.00139,2,2,2,0.985415,0.98551,0.985802,0.986079,-0.0158488,-0.0158795,-0.0155879,0.256336,0.827714,0.372202,0.824593,0.839401,0.0,0.0,0.0,0.0
201901050530,201901050600,5.774,0,0.0,0.0,0,266.4,0,0.473,0,101.677,0,0.0,0,2.393,2,-9999,-9999,94.86,-87.06,-0.07,0.1,1.4,1.68,347.7,-9999,-9999,10.47,11.894,12.36,12.451,12.657,-9999,13.22,-9999,14.31,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.2841,2.0,2.89033,2,4.29929,-9999,-9999,-9999,-21.917,2,-32.593,-9999,-9999,-9999,1,1.00139,2,-9999,0.894867,1.00139,1.00139,2,2,2,0.983023,0.983098,0.983324,0.983537,-0.0182666,-0.0182922,-0.0180661,0.253371,0.821287,0.369294,0.818188,0.832897,0.0,0.0,0.0,0.0
201901050600,201901050630,5.527,0,0.0,0.0,0,263.8,0,0.425,0,101.716,0,0.0,0,2.234,2,-9999,-9999,95.31,-88.69,-0.03,0.09,1.4,1.43,346.9,-9999,-9999,10.456,11.897,12.365,12.458,12.663,-9999,13.226,-9999,14.317,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.3854,2.0,2.89033,2,4.29929,-9999,-9999,-9999,-21.917,2,-32.593,-9999,-9999,-9999,1,1.00139,2,-9999,0.894867,1.00139,1.00139,2,2,2,0.972666,0.972555,0.97265,0.972666,-0.0287363,-0.0287958,-0.0287236,0.240481,0.793851,0.35688,0.790846,0.805134,0.0,0.0,0.0,0.0
201901050630,201901050700,5.3,0,0.182592,1.975,0,282.4,0,0.318,0,101.747,0,0.0,0,2.122,2,-9999,-9999,96.43,-66.44,5.2,0.37,3.1,1.69,346.6,-9999,-9999,10.438,11.9,12.373,12.466,12.671,-9999,13.235,-9999,14.325,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.7887,2.0,2.89033,2,4.29929,-9999,-9999,-9999,-21.917,2,-32.5943,-9999,-9999,-9999,0,1.00139,2,-9999,0.894867,1.00139,1.00139,2,2,2,0.963158,0.962548,0.963043,0.963158,-0.0383473,-0.0386432,-0.0383315,0.228646,0.769223,0.346654,0.766302,0.780211,0.00411047,0.00887093,0.00914783,0.00939708
201901050700,201901050730,5.304,0,76.1592,16.45,0,321.3,0,0.321,0,101.803,0,0.0,0,2.009,2,-9999,-9999,96.4,-12.53,36.74,1.97,15.2,1.93,348.2,-9999,-9999,10.444,11.897,12.368,12.46,12.666,-9999,13.23,-9999,14.32,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.7887,2.0,2.89033,2,4.29929,-9999,-9999,-9999,-21.917,2,-32.5957,-9999,-9999,-9999,0,1.00139,2,-9999,0.894867,1.00139,1.00139,2,2,2,0.963325,0.962724,0.963212,0.963325,-0.038178,-0.0384697,-0.0381623,0.228855,0.769653,0.346819,0.76673,0.780645,0.0342019,0.0736582,0.0759274,0.0779437
201901050730,201901050800,5.14,0,209.063,60.585,0,313.8,0,0.413,0,101.855,0,0.0,0,1.83,2,-9999,-9999,95.31,22.3,124.99,6.94,52.3,5.37,348.0,-9999,-9999,11.244,12.217,12.622,12.711,12.924,-9999,13.495,-9999,14.552,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-16.3989,2.0,-3.5345,2,-5.25747,-9999,-9999,-9999,-8.63967,2,-12.8498,-9999,-9999,-9999,0,0.545,2,-9999,0.545,0.545,2.37475,2,2,3,0.956462,0.955503,0.956271,0.956462,0.411275,-1.41966,0.410728,0.411275,0.7522,0.340135,0.749337,0.762981,0.125577,0.268744,0.276694,0.283469
201901050800,201901050830,5.139,0,333.331,135.235,0,296.7,0,0.613,0,101.885,0,0.0,0,1.652,2,-9999,-9999,93.04,75.2,280.84,16.22,99.4,12.07,348.4,-9999,-9999,10.179,11.284,11.705,11.8,11.992,-9999,12.545,-9999,13.626,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-10.1002,2.0,4.43733,2,6.60041,-9999,-9999,-9999,3.979,2,5.91828,-9999,-9999,-9999,0,-0.633,2,-9999,-0.633,-0.633,-0.633,2,2,2,0.95642,0.955459,0.956229,0.95642,1.58923,1.58804,1.58877,1.58923,0.752094,0.340095,0.749232,0.762874,0.278852,0.590537,0.606816,0.619617
201901050830,201901050900,5.934,0,446.839,284.755,0,270.5,0,1.175,0,101.915,0,0.0,0,1.682,2,-9999,-9999,87.38,177.58,592.17,36.57,64.5,25.43,352.6,-9999,-9999,11.096,11.766,12.102,12.176,12.363,-9999,12.97,-9999,14.038,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.28175,2.0,57.408,3,85.3928,-9999,-9999,-9999,81.7875,3,121.654,-9999,-9999,-9999,0,1.21096,3,-9999,1.21096,1.21096,1.21096,3,3,3,0.989738,0.989872,0.990282,0.990675,-0.221048,-0.221088,-0.220678,-0.220285,0.839419,0.377499,0.836259,0.851245,0.581123,1.10543,1.21267,1.24912
201901050900,201901050930,6.901,0,547.643,373.74,0,269.6,0,1.959,0,101.962,0,0.0,0,1.712,2,-9999,-9999,80.32,254.72,756.48,44.75,41.7,31.96,356.9,-9999,-9999,10.671,12.017,12.491,12.588,12.809,-9999,13.383,-9999,14.457,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4755,2.0,24.28,3,36.1227,-9999,-9999,-9999,96.437,3,143.472,-9999,-9999,-9999,0,9.884,3,-9999,9.884,9.884,9.884,3,3,3,1.0304,1.03091,1.03246,1.03397,-8.85297,-8.85309,-8.85154,-8.85003,0.955157,0.4299,0.951607,0.968337,0.758083,1.12456,1.56189,1.60455
201901050930,201901051000,7.894,0,634.019,443.21,0,272.7,0,2.608,0,101.981,0,0.0,0,1.723,2,-9999,-9999,75.52,319.9,879.3,52.76,44.6,37.42,361.9,-9999,-9999,10.394,11.194,11.55,11.655,11.87,-9999,12.455,-9999,13.578,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.6854,2.0,43.038,3,64.0489,-9999,-9999,-9999,197.501,3,293.918,-9999,-9999,-9999,0,11.517,3,-9999,11.517,11.517,11.517,3,3,3,1.07229,1.07318,1.07597,1.07867,-10.4436,-10.4438,-10.441,-10.4383,1.08539,0.488911,1.0814,1.10005,0.894745,1.1344,1.82558,1.87057
201901051000,201901051030,8.594,0,704.489,498.16,0,274.9,0,2.885,0,101.967,0,0.0,0,1.734,2,-9999,-9999,74.18,376.11,981.89,58.33,44.9,41.61,364.9,-9999,-9999,10.525,11.304,11.661,11.761,11.957,-9999,12.549,-9999,13.661,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.133,2.0,50.679,3,75.4623,-9999,-9999,-9999,139.323,3,207.454,-9999,-9999,-9999,0,0.504261,3,-9999,0.504261,0.504261,0.504261,3,3,3,1.10187,1.10306,1.10673,1.11032,0.599088,0.598796,0.602471,0.606056,1.18441,0.533812,1.18011,1.20019,1.00193,1.14033,2.02884,2.07331
201901051030,201901051100,9.757,0,757.847,544.655,0,277.7,0,3.796,0,101.942,0,0.0,0,1.667,2,-9999,-9999,68.59,417.92,1059.53,65.65,46.6,45.29,369.7,-9999,-9999,11.688,12.078,12.391,12.485,12.691,-9999,13.255,-9999,14.338,2,2,2,2,2,-9999,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.85367,2.0,52.4087,3,78.0663,-9999,-9999,-9999,126.426,3,188.319,-9999,-9999,-9999,0,0.76281,3,-9999,0.76281,0.76281,0.76281,3,3,3,1.1511,1.15278,1.15799,1.16309,0.390381,0.389971,0.395183,0.400277,1.36269,0.614708,1.3578,1.38041,1.09201,1.14444,2.19729,2.24052
