"TOA5","Hangar","CR800","22390","CR800.Std.24","CPU:temp_rh_draft3.cr8","51088","Test2"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","Current","Tair","RelHum","Jct_T","Tdew","Peltier_status","Pump_status","fail_flag"
"TS","RN","","","A","deg C","percent","deg C","C","","",""
"","","Min","Smp","Smp","Avg","Smp","Smp","Smp","Smp","Smp","Smp"
"2024-07-31 22:50:00",874,12.12,41.72,0.14,40.2,14.29,13.26,7.261,2590,1,0
"2024-07-31 22:55:00",875,12.12,41.67,-3.329,40.59,14.66,11.99,9.17,2592,1,0
"2024-07-31 23:00:00",876,12.12,41.62,0.163,40.75,14.29,12.17,8.49,2595,1,0
"2024-07-31 23:05:00",877,12.12,41.62,"NAN",40.67,13.81,14.69,7.908,2598,1,0
"2024-07-31 23:10:00",878,12.12,41.57,-3.316,40.4,13.98,10.91,8.06,2600,1,0
"2024-07-31 23:15:00",879,12.12,41.43,"NAN",40.28,14.29,11.78,7.048,2603,1,0
"2024-07-31 23:20:00",880,12.12,41.38,0.187,39.94,14.32,14.03,8.2,2606,1,0
"2024-07-31 23:25:00",881,12.12,41.29,-3.316,40.06,13.77,13.27,7.526,2609,1,0
"2024-07-31 23:30:00",882,12.12,41.19,0.152,39.97,14.25,11.06,7.627,2611,1,0
"2024-07-31 23:35:00",883,12.12,41.1,0.217,39.66,14.42,13.82,6.919,2614,1,0
"2024-07-31 23:40:00",884,12.12,41.05,-3.352,39.49,14.49,11.82,6.185,2616,1,0
"2024-07-31 23:45:00",885,12.12,40.96,0.172,39.51,14.49,11.95,7.015,2619,1,0
"2024-07-31 23:50:00",886,12.12,40.82,0.201,39.48,14.42,13.86,6.892,2622,1,0
"2024-07-31 23:55:00",887,12.12,40.72,-3.334,39.51,13.67,12.79,7.311,2624,1,0
"2024-08-01 00:00:00",888,12.12,40.58,-3.339,39.29,14.9,10.64,7.744,2627,1,0
"2024-08-01 00:05:00",889,12.12,40.4,0.239,39.09,15.28,13.21,7.789,2630,1,0
"2024-08-01 00:10:00",890,12.12,40.21,0.367,38.75,14.83,14.44,7.197,2633,1,0
"2024-08-01 00:15:00",891,12.11,39.98,-3.288,38.38,15.28,11.44,6.608,2635,1,0
"2024-08-01 00:20:00",892,12.11,39.8,0.252,38.23,15.65,10.7,7.612,2638,1,0
"2024-08-01 00:25:00",893,12.11,39.57,0.281,37.88,16.51,12.19,8.09,2641,1,0
"2024-08-01 00:30:00",894,12.11,39.35,"NAN",37.75,16.37,13.67,8,2644,1,0
"2024-08-01 00:35:00",895,12.11,39.13,0.324,37.55,16.34,14.25,7.618,2647,1,0
"2024-08-01 00:40:00",896,12.11,38.9,-3.288,37.4,16.2,13.08,7.768,2650,1,0
"2024-08-01 00:45:00",897,12.11,38.68,-3.251,37.32,16.65,11.95,7.95,2652,1,0
"2024-08-01 00:50:00",898,12.11,38.47,-3.261,37.32,17.16,10.45,8.4,2655,1,0
"2024-08-01 00:55:00",899,12.11,38.25,-3.325,37.21,16.92,10.42,7.756,2658,1,0
"2024-08-01 01:00:00",900,12.11,38.03,-3.325,37.13,17.54,10.36,8.56,2661,1,0
"2024-08-01 01:05:00",901,12.11,37.74,-3.224,36.94,17.71,10.36,8.45,2664,1,0
"2024-08-01 01:10:00",902,12.11,37.52,0.313,36.65,17.71,11.32,8.4,2667,1,0
"2024-08-01 01:15:00",903,12.1,37.31,0.314,36.37,19.69,13.35,10.03,2670,1,0
"2024-08-01 01:20:00",904,12.11,37.06,0.371,35.99,19.45,13.99,9.65,2673,1,0
"2024-08-01 01:25:00",905,12.11,36.85,0.424,36.09,19.49,14.4,7.093,2676,1,0
"2024-08-01 01:30:00",906,12.1,36.65,-3.265,35.67,18.43,12.7,7.939,2678,1,0
"2024-08-01 01:35:00",907,12.1,36.48,-3.256,35.43,18.29,11.69,8.13,2681,1,0
"2024-08-01 01:40:00",908,12.1,36.32,-3.288,35.01,19.08,10.78,8.14,2684,1,0
"2024-08-01 01:45:00",909,12.1,36.08,-3.242,34.62,19.59,10.43,7.56,2687,1,0
"2024-08-01 01:50:00",910,12.1,35.92,-3.32,34.58,19.69,10.11,8.39,2690,1,0
"2024-08-01 01:55:00",911,12.1,35.75,-3.21,34.39,20.14,10.55,7.824,2693,1,0
"2024-08-01 02:00:00",912,12.1,35.59,"NAN",34.56,20.24,10.47,8.6,2696,1,0
"2024-08-01 02:05:00",913,12.1,35.48,0.343,34.56,20.34,10.92,8.59,2699,1,0
"2024-08-01 02:10:00",914,12.1,35.36,"NAN",34.55,20.58,11.02,8.71,2702,1,0
"2024-08-01 02:15:00",915,12.1,35.24,0.327,34.39,20.51,11.37,8.61,2705,1,0
"2024-08-01 02:20:00",916,12.1,35.08,0.347,34.4,20.89,11.34,9.01,2708,1,0
"2024-08-01 02:25:00",917,12.1,35,0.386,34.26,21.78,11.3,7.687,2711,1,0
"2024-08-01 02:30:00",918,12.1,34.85,0.347,34.27,21.2,11.23,9.07,2714,1,0
"2024-08-01 02:35:00",919,12.1,34.73,0.38,34.1,21.27,11.19,9.06,2717,1,0
"2024-08-01 02:40:00",920,12.1,34.65,0.317,34.24,21.37,11.12,9.21,2720,1,0
"2024-08-01 02:45:00",921,12.1,34.54,0.335,34.14,21.64,11.69,9.35,2723,1,0
"2024-08-01 02:50:00",922,12.1,34.46,0.452,34.09,21.82,12.11,8.19,2726,1,0
"2024-08-01 02:55:00",923,12.1,34.34,0.4,33.9,22.74,11.3,10.17,2729,1,0
"2024-08-01 03:00:00",924,12.1,34.27,-3.275,33.91,23.08,10.32,9.99,2732,1,0
"2024-08-01 03:05:00",925,12.1,34.15,-3.234,33.59,22.84,10.63,9.72,2735,1,0
"2024-08-01 03:10:00",926,12.1,34.04,-3.307,33.62,22.88,12.17,9.63,2738,1,0
"2024-08-01 03:15:00",927,12.1,33.92,0.596,33.49,22.26,13.8,9.43,2742,1,0
"2024-08-01 03:20:00",928,12.1,33.77,0.462,33.34,22.53,13.62,8.08,2745,1,0
"2024-08-01 03:25:00",929,12.1,33.66,0.4,32.95,23.01,12.15,8.25,2748,1,0
"2024-08-01 03:30:00",930,12.09,33.55,0.383,32.85,23.22,10.61,8.29,2751,1,0
"2024-08-01 03:35:00",931,12.09,33.47,-3.244,32.45,23.29,10.15,8.25,2754,1,0
"2024-08-01 03:40:00",932,12.09,33.43,-3.289,32.33,23.22,11.49,8.27,2757,1,0
"2024-08-01 03:45:00",933,12.09,33.4,-3.262,32.32,22.98,13.14,8.91,2761,1,0
"2024-08-01 03:50:00",934,12.09,33.36,0.491,32.03,23.39,13.91,8.29,2764,1,0
"2024-08-01 03:55:00",935,12.09,33.29,0.476,32.24,23.46,12.72,9.19,2767,1,0
"2024-08-01 04:00:00",936,12.09,33.25,0.414,32.12,23.97,11.22,8.77,2770,1,0
"2024-08-01 04:05:00",937,12.09,33.17,-3.243,32.08,23.6,10.1,8.37,2773,1,0
"2024-08-01 04:10:00",938,12.09,33.14,-3.248,32.04,23.36,10.94,8.22,2776,1,0
"2024-08-01 04:15:00",939,12.09,33.06,-3.248,32.18,23.36,12.59,8.22,2779,1,0
"2024-08-01 04:20:00",940,12.09,33.03,0.505,32.18,23.46,13.82,8.2,2783,1,0
"2024-08-01 04:25:00",941,12.09,32.99,0.487,32.24,23.67,14.27,9.12,2786,1,0
"2024-08-01 04:30:00",942,12.09,32.92,0.436,32.32,24.11,13.52,9.37,2789,1,0
"2024-08-01 04:35:00",943,12.09,32.84,0.404,32.32,24.52,12.48,9.54,2792,1,0
"2024-08-01 04:40:00",944,12.09,32.81,-3.257,32.14,24.52,10.16,8.65,2795,1,0
"2024-08-01 04:45:00",945,12.09,32.73,-3.248,32.01,24.52,9.98,8.65,2798,1,0
"2024-08-01 04:50:00",946,12.09,32.66,-3.239,32.06,24.21,10.75,9.18,2801,1,0
"2024-08-01 04:55:00",947,12.09,32.62,-3.225,32,23.94,12.97,9.04,2804,1,0
"2024-08-01 05:00:00",948,12.09,32.59,0.463,31.92,24.38,14.08,8.36,2808,1,0
"2024-08-01 05:05:00",949,12.09,32.55,0.491,31.81,24.93,12.69,9.55,2811,1,0
"2024-08-01 05:10:00",950,12.09,32.51,0.513,32.12,25.14,12.41,10.25,2814,1,0
"2024-08-01 05:15:00",951,12.09,32.44,0.434,31.98,25.07,10.99,9.66,2817,1,0
"2024-08-01 05:20:00",952,12.09,32.4,-3.211,32.05,24.59,10.34,8.52,2820,1,0
"2024-08-01 05:25:00",953,12.09,32.4,-3.262,31.93,24.21,11.27,7.401,2823,1,0
"2024-08-01 05:30:00",954,12.09,32.37,-3.284,32.05,24.52,11.94,8.45,2826,1,0
"2024-08-01 05:35:00",955,12.08,32.33,0.542,32.03,23.94,13.48,9.24,2830,1,0
"2024-08-01 05:40:00",956,12.08,32.3,0.531,31.77,24.18,14.17,9.41,2833,1,0
"2024-08-01 05:45:00",957,12.08,32.26,0.483,31.87,25,13.48,9.45,2836,1,0
"2024-08-01 05:50:00",958,12.08,32.19,0.433,31.96,25.55,11.73,9.86,2839,1,0
"2024-08-01 05:55:00",959,12.08,32.15,0.448,31.8,25.65,11.76,8.79,2842,1,0
"2024-08-01 06:00:00",960,12.08,32.12,0.487,32.09,25.96,11.72,10.36,2845,1,0
"2024-08-01 06:05:00",961,12.08,32.08,0.462,31.92,26.09,11.65,10.38,2848,1,0
"2024-08-01 06:10:00",962,12.08,32.04,0.443,31.83,27.43,11.66,11.04,2851,1,0
"2024-08-01 06:15:00",963,12.08,31.97,0.5,31.66,26.13,11.57,8.84,2854,1,0
"2024-08-01 06:20:00",964,12.08,31.9,-3.262,31.35,26.33,10.31,9.62,2857,1,0
"2024-08-01 06:25:00",965,12.08,31.86,-3.243,31.36,26.85,10.02,10.51,2860,1,0
"2024-08-01 06:30:00",966,12.08,31.83,-3.225,31.31,27.67,10.02,10.88,2863,1,0
"2024-08-01 06:35:00",967,12.08,31.76,-3.16,31.23,26.74,10.34,10.4,2866,1,0
"2024-08-01 06:40:00",968,12.08,31.72,-3.303,31.25,26.3,11.8,9.34,2869,1,0
"2024-08-01 06:45:00",969,12.08,31.69,-3.262,30.84,26.3,12.49,9.25,2872,1,0
"2024-08-01 06:50:00",970,12.08,31.62,0.499,30.9,26.23,14,9.42,2876,1,0
"2024-08-01 06:55:00",971,12.08,31.62,0.595,31.06,26.5,13.98,10.18,2879,1,0
"2024-08-01 07:00:00",972,12.08,31.51,0.529,31.09,26.03,12.74,9.82,2882,1,0
"2024-08-01 07:05:00",973,12.08,31.47,0.463,31.14,26.98,12.27,10.5,2885,1,0
"2024-08-01 07:10:00",974,12.08,31.44,0.437,31.21,26.47,10.46,9.7,2888,1,0
"2024-08-01 07:15:00",975,12.08,31.4,-3.28,31.16,26.33,10.12,9.65,2891,1,0
"2024-08-01 07:20:00",976,12.08,31.37,-3.244,31.09,26.68,10.45,8.16,2894,1,0
"2024-08-01 07:25:00",977,12.08,31.3,-3.234,30.81,26.51,10.44,9.51,2897,1,0
"2024-08-01 07:30:00",978,12.08,31.26,-3.211,30.62,27.05,11.75,10.4,2900,1,0
"2024-08-01 07:35:00",979,12.07,31.23,-3.206,30.43,26.61,12.12,10.09,2903,1,0
"2024-08-01 07:40:00",980,12.07,31.19,-3.22,30.55,26.3,13.44,8.53,2907,1,0
"2024-08-01 07:45:00",981,12.07,31.16,0.664,30.61,26.68,13.62,10.16,2910,1,0
"2024-08-01 07:50:00",982,12.07,31.12,0.541,30.49,26.75,13.77,10.14,2913,1,0
"2024-08-01 07:55:00",983,12.07,31.09,0.521,30.49,26.61,12.99,8.67,2916,1,0
"2024-08-01 08:00:00",984,12.07,31.05,0.45,30.24,26.75,11.91,8.67,2919,1,0
"2024-08-01 08:05:00",985,12.07,31.02,0.458,30.16,26.92,10.41,8.73,2922,1,0
"2024-08-01 08:10:00",986,12.07,30.98,-3.17,30.17,26.75,10.16,8.67,2925,1,0
"2024-08-01 08:15:00",987,12.07,30.95,-3.197,30.09,26.61,11.12,8.53,2928,1,0
"2024-08-01 08:20:00",988,12.07,30.95,-3.183,29.87,26.13,12.65,9.48,2931,1,0
"2024-08-01 08:25:00",989,12.07,30.91,0.584,29.83,26.71,13.81,8.45,2935,1,0
"2024-08-01 08:30:00",990,12.07,30.88,0.54,29.84,27.23,13.07,8.73,2938,1,0
"2024-08-01 08:35:00",991,12.07,30.88,0.494,29.79,27.71,11.3,9.92,2941,1,0
"2024-08-01 08:40:00",992,12.07,30.84,-3.234,29.98,27.71,9.94,9.45,2944,1,0
"2024-08-01 08:45:00",993,12.07,30.81,-3.193,29.87,27.6,10.59,9.51,2947,1,0
"2024-08-01 08:50:00",994,12.07,30.81,-3.229,29.94,27.57,12.21,9.24,2950,1,0
"2024-08-01 08:55:00",995,12.07,30.78,0.607,29.83,27.36,13.61,8.63,2954,1,0
"2024-08-01 09:00:00",996,12.07,30.74,0.511,29.83,27.81,13.45,9.54,2957,1,0
"2024-08-01 09:05:00",997,12.07,30.74,0.519,29.79,27.74,11.82,8.83,2960,1,0
"2024-08-01 09:10:00",998,12.07,30.71,0.472,29.84,28.19,10.81,9.71,2963,1,0
"2024-08-01 09:15:00",999,12.07,30.67,-3.151,29.93,28.08,10.02,9.68,2966,1,0
"2024-08-01 09:20:00",1000,12.07,30.67,-3.193,29.95,27.88,11.04,9.37,2969,1,0
"2024-08-01 09:25:00",1001,12.07,30.64,-3.216,29.95,27.6,12.5,7.156,2972,1,0
"2024-08-01 09:30:00",1002,12.07,30.6,0.614,30.02,27.88,13.77,9.43,2976,1,0
"2024-08-01 09:35:00",1003,12.07,30.6,0.484,30.05,28.22,12.97,9.61,2979,1,0
"2024-08-01 09:40:00",1004,12.07,30.57,0.45,30.04,28.22,11.16,9.76,2982,1,0
"2024-08-01 09:45:00",1005,12.07,30.53,-3.226,30.02,28.8,10.05,10.68,2985,1,0
"2024-08-01 09:50:00",1006,12.07,30.5,-3.197,29.98,28.42,9.96,9.66,2988,1,0
"2024-08-01 09:55:00",1007,12.07,30.46,-3.22,30.05,28.22,10.56,9.7,2991,1,0
"2024-08-01 10:00:00",1008,12.07,30.43,-3.211,29.95,28.22,12.05,9.41,2994,1,0
"2024-08-01 10:05:00",1009,12.07,30.43,0.65,30.07,28.15,13.5,9.34,2998,1,0
"2024-08-01 10:10:00",1010,12.07,30.4,0.614,30,28.15,14.15,9.46,3001,1,0
"2024-08-01 10:15:00",1011,12.07,30.36,0.576,29.99,28.36,13.46,9.65,3004,1,0
"2024-08-01 10:20:00",1012,12.07,30.33,0.48,30.02,28.49,11.78,9.67,3007,1,0
"2024-08-01 10:25:00",1013,12.07,30.33,-3.197,30.03,28.39,10.22,9.64,3010,1,0
"2024-08-01 10:30:00",1014,12.07,30.33,-3.206,30,28.05,10.13,9.43,3013,1,0
"2024-08-01 10:35:00",1015,12.07,30.33,-3.218,29.93,27.91,10.84,9.42,3016,1,0
"2024-08-01 10:40:00",1016,12.07,30.33,-3.22,30,28.01,11.5,9.33,3019,1,0
"2024-08-01 10:45:00",1017,12.07,30.29,-3.216,29.97,27.95,12.42,9.17,3022,1,0
"2024-08-01 10:50:00",1018,12.07,30.29,-3.28,30.02,28.15,13.03,9.37,3026,1,0
"2024-08-01 10:55:00",1019,12.06,30.26,0.598,29.78,28.19,13.8,9.39,3029,1,0
"2024-08-01 11:00:00",1020,12.07,30.26,0.622,29.78,28.42,14.04,9.66,3032,1,0
"2024-08-01 11:05:00",1021,12.06,30.22,0.594,29.71,28.36,13.88,8.69,3035,1,0
"2024-08-01 11:10:00",1022,12.06,30.19,0.542,29.96,29.11,12.87,10.1,3038,1,0
"2024-08-01 11:15:00",1023,12.07,30.16,0.509,29.88,29.49,12.64,10.76,3041,1,0
"2024-08-01 11:20:00",1024,12.07,30.16,0.491,30.02,29.55,11.38,9.92,3044,1,0
"2024-08-01 11:25:00",1025,12.06,30.16,-3.228,29.73,28.9,9.81,9.85,3047,1,0
"2024-08-01 11:30:00",1026,12.06,30.19,-3.225,29.76,28.9,10.52,10.32,3050,1,0
"2024-08-01 11:35:00",1027,12.06,30.22,-3.271,30.01,28.53,12.2,9.66,3053,1,0
"2024-08-01 11:40:00",1028,12.06,30.29,-3.2,30.12,28.22,13.28,9.52,3057,1,0
"2024-08-01 11:45:00",1029,12.06,30.36,0.601,30.22,28.19,14.05,9.59,3060,1,0
"2024-08-01 11:50:00",1030,12.06,30.46,0.477,30.27,27.88,13.76,9.49,3063,1,0
"2024-08-01 11:55:00",1031,12.06,30.6,0.468,30.32,27.98,13.4,10.18,3066,1,0
"2024-08-01 12:00:00",1032,12.06,30.74,0.447,30.32,27.77,13.15,10.66,3069,1,0
"2024-08-01 12:05:00",1033,12.06,30.88,0.451,30.52,27.54,13.24,9.25,3072,1,0
"2024-08-01 12:10:00",1034,12.06,31.12,0.43,30.62,27.13,13.44,10.19,3075,1,0
"2024-08-01 12:15:00",1035,12.06,31.3,0.497,31.3,26.78,13.58,9.12,3078,1,0
"2024-08-01 12:20:00",1036,12.06,31.51,0.409,31.43,27.06,13.14,10.93,3081,1,0
"2024-08-01 12:25:00",1037,12.06,31.76,0.375,31.92,26.54,11.81,10.46,3084,1,0
"2024-08-01 12:30:00",1038,12.06,31.97,-3.317,32.1,26.88,10.18,11.15,3087,1,0
"2024-08-01 12:35:00",1039,12.06,32.22,0.375,32.18,25.79,11.59,10.2,3090,1,0
"2024-08-01 12:40:00",1040,12.06,32.48,0.43,32.61,26.09,11.39,10.9,3093,1,0
"2024-08-01 12:45:00",1041,12.06,32.7,-3.275,32.76,25.1,10.06,10.32,3096,1,0
"2024-08-01 12:50:00",1042,12.06,32.95,-3.257,32.82,24.66,10.32,10.08,3099,1,0
"2024-08-01 12:55:00",1043,12.06,33.25,-3.211,32.95,24.11,10.48,9.91,3102,1,0
"2024-08-01 13:00:00",1044,12.06,33.51,-3.229,33.19,23.6,10.42,9.79,3105,1,0
"2024-08-01 13:05:00",1045,12.06,33.73,-3.282,33.34,23.39,10.45,9.78,3108,1,0
"2024-08-01 13:10:00",1046,12.06,34,-3.252,33.38,23.22,10.62,9.87,3111,1,0
"2024-08-01 13:15:00",1047,12.06,34.27,-3.252,33.46,23.15,10.77,9.17,3114,1,0
"2024-08-01 13:20:00",1048,12.06,34.5,-3.28,33.4,23.01,10.86,9.19,3117,1,0
"2024-08-01 13:25:00",1049,12.06,34.73,-3.234,33.5,22.53,11.22,8.96,3120,1,0
"2024-08-01 13:30:00",1050,12.06,34.96,-3.266,34.04,22.57,10.24,9.09,3123,1,0
"2024-08-01 13:35:00",1051,12.06,35.24,0.362,34.24,23.15,10.61,10.72,3126,1,0
"2024-08-01 13:40:00",1052,12.06,35.48,"NAN",34.6,22.4,12.17,10.54,3129,1,0
"2024-08-01 13:45:00",1053,12.06,35.68,0.304,35.06,22.91,10.76,11.25,3132,1,0
"2024-08-01 13:50:00",1054,12.07,35.87,-3.252,35.17,21.64,10.51,10.25,3135,1,0
"2024-08-01 13:55:00",1055,12.07,36.08,-3.298,35.31,21.41,10.3,10.51,3138,1,0
"2024-08-01 14:00:00",1056,12.07,36.24,-3.275,35.53,21.06,10.49,10.01,3141,1,0
"2024-08-01 14:05:00",1057,12.07,36.44,-3.266,35.63,20.69,10.7,9.74,3144,1,0
"2024-08-01 14:10:00",1058,12.07,36.65,-3.234,35.74,20.65,11.28,9.91,3147,1,0
"2024-08-01 14:15:00",1059,12.07,36.77,-3.238,35.85,20.1,12.01,9.34,3150,1,0
"2024-08-01 14:20:00",1060,12.07,36.9,-3.257,35.8,19.83,11.7,9.16,3153,1,0
"2024-08-01 14:25:00",1061,12.07,37.02,-3.256,35.86,19.8,11.21,9.16,3156,1,0
"2024-08-01 14:30:00",1062,12.07,37.19,-3.247,35.87,19.69,11.36,9.22,3159,1,0
"2024-08-01 14:35:00",1063,12.07,37.4,-3.298,36.08,19.59,11.65,9.34,3162,1,0
"2024-08-01 14:40:00",1064,12.07,37.65,-3.275,36.23,19.49,10.25,9.43,3165,1,0
"2024-08-01 14:45:00",1065,12.07,37.91,0.299,36.25,19.38,11.18,9.6,3168,1,0
"2024-08-01 14:50:00",1066,12.07,38.12,0.241,36.36,18.87,12.43,9.92,3171,1,0
"2024-08-01 14:55:00",1067,12.07,38.34,0.314,36.42,19.04,13.81,9.45,3174,1,0
"2024-08-01 15:00:00",1068,12.07,38.55,0.39,36.86,18.97,14.71,10.22,3177,1,0
"2024-08-01 15:05:00",1069,12.07,38.77,0.4,37.02,18.15,13.64,9.4,3180,1,0
"2024-08-01 15:10:00",1070,12.07,38.95,-3.229,37.25,18.15,12.27,9.73,3182,1,0
